ansatz_type,problem_index,trial,energy,exact_energy,error,time,build_time,opt_time,params,depth,converged,adapt_iterations,adapt_initial_energy,adapt_energy_drop,adapt_history_length,termination_criterion
MomentumBuilder,7,9,-14.895473163490394,-24.0,9.104526836509606,0.34074997901916504,0.1802079677581787,0.16054201126098633,11,9,False,,,,,
MomentumBuilder,8,9,-9.99954949913456,-10.0,0.0004505008654405174,0.26013898849487305,0.11410713195800781,0.14603185653686523,10,12,True,,,,,
MomentumBuilder,9,9,-7.824657510058383,-10.0,2.1753424899416167,0.26271891593933105,0.11245489120483398,0.15026402473449707,10,14,False,,,,,
MomentumBuilder,10,9,-14.432001032971932,-15.0,0.5679989670280676,0.25212645530700684,0.10944724082946777,0.14267921447753906,10,13,False,,,,,
MomentumBuilder,11,9,-6.203923155325461,-12.0,5.796076844674539,1.3814747333526611,1.1331818103790283,0.2482929229736328,20,12,False,,,,,
MomentumBuilder,12,9,-15.769273111888012,-10.0,5.769273111888012,0.3550999164581299,0.1898510456085205,0.16524887084960938,11,10,False,,,,,
MomentumBuilder,1,10,-9.999999993118848,-10.0,6.881151648485684e-09,0.020188331604003906,9.322166442871094e-05,0.020095109939575195,1,1,True,,,,,
MomentumBuilder,2,10,10.000000006611288,500.0,489.9999999933887,0.01887679100036621,9.274482727050781e-05,0.018784046173095703,1,1,False,,,,,
MomentumBuilder,3,10,-9.999975318777821,-10.0,2.4681222178912776e-05,0.15042948722839355,0.03081822395324707,0.11961126327514648,8,13,True,,,,,
MomentumBuilder,4,10,-12.838442185295605,-13.0,0.1615578147043948,0.15540289878845215,0.029247045516967773,0.12615585327148438,8,13,False,,,,,
MomentumBuilder,5,10,-21.415277990258588,-22.0,0.5847220097414123,0.20822906494140625,0.06412696838378906,0.1441020965576172,9,14,False,,,,,
MomentumBuilder,6,10,-2.6110233731478596,-7.0,4.38897662685214,0.26094865798950195,0.1121826171875,0.14876604080200195,10,13,False,,,,,
MomentumBuilder,7,10,-14.895473163490394,-24.0,9.104526836509606,0.3509032726287842,0.19456911087036133,0.15633416175842285,11,9,False,,,,,
MomentumBuilder,8,10,-9.99954949913456,-10.0,0.0004505008654405174,0.267139196395874,0.11356306076049805,0.15357613563537598,10,12,True,,,,,
MomentumBuilder,9,10,-7.824657510058383,-10.0,2.1753424899416167,0.24883580207824707,0.1091909408569336,0.13964486122131348,10,14,False,,,,,
MomentumBuilder,10,10,-14.432001032971932,-15.0,0.5679989670280676,0.2546200752258301,0.1113591194152832,0.14326095581054688,10,13,False,,,,,
MomentumBuilder,11,10,-6.203923155325461,-12.0,5.796076844674539,1.3646130561828613,1.1172420978546143,0.24737095832824707,20,12,False,,,,,
MomentumBuilder,12,10,-15.769273111888012,-10.0,5.769273111888012,0.34181714057922363,0.1846160888671875,0.15720105171203613,11,10,False,,,,,
MonteCarloMomentumBuilder,1,1,-9.999999993118848,-10.0,6.881151648485684e-09,0.039858341217041016,0.00013709068298339844,0.03972125053405762,1,1,True,,,,,
MonteCarloMomentumBuilder,2,1,10.000000006611288,500.0,489.9999999933887,0.025688886642456055,8.893013000488281e-05,0.025599956512451172,1,1,False,,,,,
MonteCarloMomentumBuilder,3,1,-9.999893771899387,-10.0,0.00010622810061278187,0.5755770206451416,0.4428439140319824,0.13273310661315918,8,13,True,,,,,
MonteCarloMomentumBuilder,4,1,-12.981018435890906,-13.0,0.018981564109093796,0.5413260459899902,0.41959381103515625,0.12173223495483398,8,13,False,,,,,
